Task ID,Message Type,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Req. Header,Size Req. Body,Size Resp. Header,Size Resp. Body,Highest Alert,State,Payloads
43,Fuzzed,Thu Aug 24 15:12:00 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,652,704,0,130,11413,,Reflected,"[2, g]"
44,Fuzzed,Thu Aug 24 15:12:00 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,639,704,0,130,11413,,Reflected,"[2, h]"
42,Fuzzed,Thu Aug 24 15:12:00 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,767,704,0,130,11413,,Reflected,"[2, f]"
45,Fuzzed,Thu Aug 24 15:12:00 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,719,704,0,130,11413,,Reflected,"[2, i]"
46,Fuzzed,Thu Aug 24 15:12:00 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,693,704,0,130,11413,,Reflected,"[2, j]"
47,Fuzzed,Thu Aug 24 15:12:01 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,645,704,0,130,11413,,Reflected,"[2, k]"
48,Fuzzed,Thu Aug 24 15:12:01 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,637,704,0,130,11413,,Reflected,"[2, l]"
49,Fuzzed,Thu Aug 24 15:12:01 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,710,704,0,130,11413,,Reflected,"[2, m]"
50,Fuzzed,Thu Aug 24 15:12:01 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,639,704,0,130,11413,,Reflected,"[2, n]"
52,Fuzzed,Thu Aug 24 15:12:01 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,678,704,0,130,11413,,Reflected,"[2, p]"
51,Fuzzed,Thu Aug 24 15:12:01 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,811,704,0,130,11413,,Reflected,"[2, o]"
53,Fuzzed,Thu Aug 24 15:12:01 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,787,704,0,130,11413,,Reflected,"[2, q]"
54,Fuzzed,Thu Aug 24 15:12:01 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,784,704,0,130,11413,,Reflected,"[2, r]"
55,Fuzzed,Thu Aug 24 15:12:01 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,878,704,0,130,11413,,Reflected,"[2, s]"
56,Fuzzed,Thu Aug 24 15:12:01 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,804,704,0,130,11413,,Reflected,"[2, t]"
58,Fuzzed,Thu Aug 24 15:12:01 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,651,704,0,130,11413,,Reflected,"[2, v]"
57,Fuzzed,Thu Aug 24 15:12:01 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,674,704,0,130,11413,,Reflected,"[2, u]"
59,Fuzzed,Thu Aug 24 15:12:02 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,639,704,0,130,11413,,Reflected,"[2, w]"
60,Fuzzed,Thu Aug 24 15:12:02 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,651,704,0,130,11413,,Reflected,"[2, x]"
62,Fuzzed,Thu Aug 24 15:12:02 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,643,704,0,130,11413,,Reflected,"[2, z]"
61,Fuzzed,Thu Aug 24 15:12:02 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,662,704,0,130,11413,,Reflected,"[2, y]"
63,Fuzzed,Thu Aug 24 15:12:02 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,638,704,0,130,11413,,Reflected,"[2, 0]"
64,Fuzzed,Thu Aug 24 15:12:02 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,676,704,0,130,11413,,Reflected,"[2, 1]"
65,Fuzzed,Thu Aug 24 15:12:02 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,683,704,0,130,11413,,Reflected,"[2, 2]"
66,Fuzzed,Thu Aug 24 15:12:02 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,680,704,0,130,11474,,Reflected,"[2, 3]"
67,Fuzzed,Thu Aug 24 15:12:02 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,638,704,0,130,11413,,Reflected,"[2, 4]"
68,Fuzzed,Thu Aug 24 15:12:02 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,658,704,0,130,11413,,Reflected,"[2, 5]"
69,Fuzzed,Thu Aug 24 15:12:02 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,643,704,0,130,11413,,Reflected,"[2, 6]"
70,Fuzzed,Thu Aug 24 15:12:03 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,631,704,0,130,11413,,Reflected,"[2, 7]"
74,Fuzzed,Thu Aug 24 15:12:03 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,680,704,0,130,11413,,Reflected,"[3, b]"
73,Fuzzed,Thu Aug 24 15:12:03 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,686,704,0,130,11413,,Reflected,"[3, a]"
71,Fuzzed,Thu Aug 24 15:12:03 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,830,704,0,130,11413,,Reflected,"[2, 8]"
75,Fuzzed,Thu Aug 24 15:12:03 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,634,704,0,130,11413,,Reflected,"[3, c]"
72,Fuzzed,Thu Aug 24 15:12:03 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,786,704,0,130,11413,,Reflected,"[2, 9]"
77,Fuzzed,Thu Aug 24 15:12:03 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,663,704,0,130,11413,,Reflected,"[3, e]"
76,Fuzzed,Thu Aug 24 15:12:03 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,836,704,0,130,11413,,Reflected,"[3, d]"
78,Fuzzed,Thu Aug 24 15:12:03 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,642,704,0,130,11413,,Reflected,"[3, f]"
79,Fuzzed,Thu Aug 24 15:12:03 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,629,704,0,130,11413,,Reflected,"[3, g]"
80,Fuzzed,Thu Aug 24 15:12:04 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,638,704,0,130,11413,,Reflected,"[3, h]"
81,Fuzzed,Thu Aug 24 15:12:04 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,633,704,0,130,11413,,Reflected,"[3, i]"
82,Fuzzed,Thu Aug 24 15:12:04 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,632,704,0,130,11413,,Reflected,"[3, j]"
83,Fuzzed,Thu Aug 24 15:12:04 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,629,704,0,130,11413,,Reflected,"[3, k]"
84,Fuzzed,Thu Aug 24 15:12:04 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,629,704,0,130,11413,,Reflected,"[3, l]"
85,Fuzzed,Thu Aug 24 15:12:04 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,644,704,0,130,11413,,Reflected,"[3, m]"
86,Fuzzed,Thu Aug 24 15:12:04 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,645,704,0,130,11413,,Reflected,"[3, n]"
87,Fuzzed,Thu Aug 24 15:12:04 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,637,704,0,130,11413,,Reflected,"[3, o]"
88,Fuzzed,Thu Aug 24 15:12:04 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,642,704,0,130,11413,,Reflected,"[3, p]"
89,Fuzzed,Thu Aug 24 15:12:04 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,645,704,0,130,11413,,Reflected,"[3, q]"
91,Fuzzed,Thu Aug 24 15:12:04 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,633,704,0,130,11413,,Reflected,"[3, s]"
90,Fuzzed,Thu Aug 24 15:12:04 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,644,704,0,130,11413,,Reflected,"[3, r]"
92,Fuzzed,Thu Aug 24 15:12:04 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,618,704,0,130,11413,,Reflected,"[3, t]"
94,Fuzzed,Thu Aug 24 15:12:04 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,669,704,0,130,11413,,Reflected,"[3, v]"
93,Fuzzed,Thu Aug 24 15:12:04 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,813,704,0,130,11413,,Reflected,"[3, u]"
95,Fuzzed,Thu Aug 24 15:12:05 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,659,704,0,130,11413,,Reflected,"[3, w]"
96,Fuzzed,Thu Aug 24 15:12:05 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,661,704,0,130,11474,,Reflected,"[3, x]"
98,Fuzzed,Thu Aug 24 15:12:05 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,642,704,0,130,11413,,Reflected,"[3, z]"
97,Fuzzed,Thu Aug 24 15:12:05 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,656,704,0,130,11413,,Reflected,"[3, y]"
99,Fuzzed,Thu Aug 24 15:12:05 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,655,704,0,130,11413,,Reflected,"[3, 0]"
101,Fuzzed,Thu Aug 24 15:12:05 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,649,704,0,130,11413,,Reflected,"[3, 2]"
100,Fuzzed,Thu Aug 24 15:12:05 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,807,704,0,130,11413,,Reflected,"[3, 1]"
102,Fuzzed,Thu Aug 24 15:12:05 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,635,704,0,130,11413,,Reflected,"[3, 3]"
105,Fuzzed,Thu Aug 24 15:12:05 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,642,704,0,130,11413,,Reflected,"[3, 6]"
106,Fuzzed,Thu Aug 24 15:12:05 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,651,704,0,130,11413,,Reflected,"[3, 7]"
107,Fuzzed,Thu Aug 24 15:12:05 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,651,704,0,130,11413,,Reflected,"[3, 8]"
104,Fuzzed,Thu Aug 24 15:12:05 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,763,704,0,130,11413,,Reflected,"[3, 5]"
108,Fuzzed,Thu Aug 24 15:12:06 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,618,704,0,130,11413,,Reflected,"[3, 9]"
109,Fuzzed,Thu Aug 24 15:12:06 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,658,704,0,130,11413,,Reflected,"[4, a]"
110,Fuzzed,Thu Aug 24 15:12:06 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,647,704,0,130,11413,,Reflected,"[4, b]"
111,Fuzzed,Thu Aug 24 15:12:06 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,670,704,0,130,11413,,Reflected,"[4, c]"
114,Fuzzed,Thu Aug 24 15:12:06 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,672,704,0,130,11413,,Reflected,"[4, f]"
113,Fuzzed,Thu Aug 24 15:12:06 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,817,704,0,130,11413,,Reflected,"[4, e]"
112,Fuzzed,Thu Aug 24 15:12:06 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,837,704,0,130,11413,,Reflected,"[4, d]"
115,Fuzzed,Thu Aug 24 15:12:06 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,646,704,0,130,11413,,Reflected,"[4, g]"
117,Fuzzed,Thu Aug 24 15:12:07 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,620,704,0,130,11413,,Reflected,"[4, i]"
116,Fuzzed,Thu Aug 24 15:12:07 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,772,704,0,130,11413,,Reflected,"[4, h]"
118,Fuzzed,Thu Aug 24 15:12:07 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,650,704,0,130,11413,,Reflected,"[4, j]"
103,Fuzzed,Thu Aug 24 15:12:05 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,2158,704,0,130,11413,,Reflected,"[3, 4]"
120,Fuzzed,Thu Aug 24 15:12:07 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,656,704,0,130,11413,,Reflected,"[4, l]"
121,Fuzzed,Thu Aug 24 15:12:07 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,664,704,0,130,11413,,Reflected,"[4, m]"
122,Fuzzed,Thu Aug 24 15:12:07 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,653,704,0,130,11413,,Reflected,"[4, n]"
119,Fuzzed,Thu Aug 24 15:12:07 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,806,704,0,130,11413,,Reflected,"[4, k]"
124,Fuzzed,Thu Aug 24 15:12:07 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,652,704,0,130,11413,,Reflected,"[4, p]"
123,Fuzzed,Thu Aug 24 15:12:07 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,805,704,0,130,11413,,Reflected,"[4, o]"
125,Fuzzed,Thu Aug 24 15:12:07 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,641,704,0,130,11413,,Reflected,"[4, q]"
127,Fuzzed,Thu Aug 24 15:12:08 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,641,704,0,130,11413,,Reflected,"[4, s]"
128,Fuzzed,Thu Aug 24 15:12:08 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,644,704,0,130,11413,,Reflected,"[4, t]"
130,Fuzzed,Thu Aug 24 15:12:08 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,651,704,0,130,11413,,Reflected,"[4, v]"
126,Fuzzed,Thu Aug 24 15:12:08 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,772,704,0,130,11413,,Reflected,"[4, r]"
129,Fuzzed,Thu Aug 24 15:12:08 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,681,704,0,130,11413,,Reflected,"[4, u]"
131,Fuzzed,Thu Aug 24 15:12:08 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,658,704,0,130,11413,,Reflected,"[4, w]"
132,Fuzzed,Thu Aug 24 15:12:08 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,654,704,0,130,11413,,Reflected,"[4, x]"
133,Fuzzed,Thu Aug 24 15:12:08 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,627,704,0,130,11413,,Reflected,"[4, y]"
134,Fuzzed,Thu Aug 24 15:12:08 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,652,704,0,130,11413,,Reflected,"[4, z]"
135,Fuzzed,Thu Aug 24 15:12:08 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,684,704,0,130,11413,,Reflected,"[4, 0]"
136,Fuzzed,Thu Aug 24 15:12:08 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,661,704,0,130,11413,,Reflected,"[4, 1]"
137,Fuzzed,Thu Aug 24 15:12:08 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,797,704,0,130,11413,,Reflected,"[4, 2]"
138,Fuzzed,Thu Aug 24 15:12:08 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,803,704,0,130,11413,,Reflected,"[4, 3]"
139,Fuzzed,Thu Aug 24 15:12:09 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,605,704,0,130,11413,,Reflected,"[4, 4]"
140,Fuzzed,Thu Aug 24 15:12:09 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,643,704,0,130,11413,,Reflected,"[4, 5]"
141,Fuzzed,Thu Aug 24 15:12:09 IST 2023,GET,https://0ae200e404d8d34c800c0d73008b00e7.web-security-academy.net/,200,OK,627,704,0,130,11413,,Reflected,"[4, 6]"
